in s,C1 in V
5.4190633E+00,3.4869E+00
5.4191302E+00,3.4976E+00
5.4191971E+00,3.5189E+00
5.4192640E+00,3.4763E+00
5.4193308E+00,3.4976E+00
5.4193977E+00,3.4976E+00
5.4194646E+00,3.4976E+00
5.4195315E+00,3.5402E+00
5.4195984E+00,3.4976E+00
5.4196652E+00,3.4976E+00
5.4197321E+00,3.4869E+00
5.4197990E+00,3.5189E+00
5.4198659E+00,3.4763E+00
5.4199328E+00,3.5189E+00
5.4199996E+00,3.4763E+00
5.4200665E+00,3.5402E+00
5.4201334E+00,3.4763E+00
5.4202003E+00,3.4763E+00
5.4202672E+00,3.4763E+00
5.4203340E+00,3.4869E+00
5.4204009E+00,3.4869E+00
5.4204678E+00,3.4763E+00
5.4205347E+00,3.5189E+00
5.4206016E+00,3.4656E+00
5.4206684E+00,3.4763E+00
5.4207353E+00,3.4656E+00
5.4208022E+00,3.4656E+00
5.4208691E+00,3.4976E+00
5.4209360E+00,3.5082E+00
5.4210028E+00,3.4656E+00
5.4210697E+00,3.4869E+00
5.4211366E+00,3.4656E+00
5.4212035E+00,3.4763E+00
5.4212704E+00,3.4656E+00
5.4213372E+00,3.4656E+00
5.4214041E+00,3.4763E+00
5.4214710E+00,3.4869E+00
5.4215379E+00,3.4763E+00
5.4216048E+00,3.4763E+00
5.4216716E+00,3.4656E+00
5.4217385E+00,3.4763E+00
5.4218054E+00,3.4869E+00
5.4218723E+00,3.4869E+00
5.4219392E+00,3.4763E+00
5.4220060E+00,3.4656E+00
5.4220729E+00,3.4763E+00
5.4221398E+00,3.4869E+00
5.4222067E+00,3.4550E+00
5.4222736E+00,3.4656E+00
5.4223404E+00,3.4550E+00
5.4224073E+00,3.4443E+00
5.4224742E+00,3.4550E+00
5.4225411E+00,3.4656E+00
5.4226080E+00,3.4656E+00
5.4226748E+00,3.4337E+00
5.4227417E+00,3.4550E+00
5.4228086E+00,3.4337E+00
5.4228755E+00,3.4550E+00
5.4229424E+00,3.4443E+00
5.4230092E+00,3.4656E+00
5.4230761E+00,3.4337E+00
5.4231430E+00,3.4443E+00
5.4232099E+00,3.4656E+00
5.4232768E+00,3.4337E+00
5.4233436E+00,3.4443E+00
5.4234105E+00,3.4656E+00
5.4234774E+00,3.3698E+00
5.4235443E+00,3.4231E+00
5.4236112E+00,3.3911E+00
5.4236780E+00,3.4124E+00
5.4237449E+00,3.4337E+00
5.4238118E+00,3.3805E+00
5.4238787E+00,3.3698E+00
5.4239456E+00,3.3379E+00
5.4240124E+00,3.3698E+00
5.4240793E+00,3.3911E+00
5.4241462E+00,3.3911E+00
5.4242131E+00,3.4018E+00
5.4242800E+00,3.3698E+00
5.4243468E+00,3.3592E+00
5.4244137E+00,3.3592E+00
5.4244806E+00,3.3911E+00
5.4245475E+00,3.3698E+00
5.4246144E+00,3.3805E+00
5.4246812E+00,3.3592E+00
5.4247481E+00,3.3485E+00
5.4248150E+00,3.3592E+00
5.4248819E+00,3.4018E+00
5.4249488E+00,3.3698E+00
5.4250156E+00,3.3592E+00
5.4250825E+00,3.3379E+00
5.4251494E+00,3.3592E+00
5.4252163E+00,3.3592E+00
5.4252832E+00,3.3592E+00
5.4253500E+00,3.3166E+00
5.4254169E+00,3.3592E+00
5.4254838E+00,3.3379E+00
5.4255507E+00,3.3060E+00
5.4256176E+00,3.3166E+00
5.4256844E+00,3.3166E+00
5.4257513E+00,3.3166E+00
5.4258182E+00,3.3166E+00
5.4258851E+00,3.2740E+00
5.4259520E+00,3.3166E+00
5.4260188E+00,3.3166E+00
5.4260857E+00,3.2740E+00
5.4261526E+00,3.2740E+00
5.4262195E+00,3.3273E+00
5.4262864E+00,3.3379E+00
5.4263532E+00,3.3166E+00
5.4264201E+00,3.2847E+00
5.4264870E+00,3.3166E+00
5.4265539E+00,3.2847E+00
5.4266208E+00,3.2847E+00
5.4266876E+00,3.2527E+00
5.4267545E+00,3.2421E+00
5.4268214E+00,3.3060E+00
5.4268883E+00,3.2315E+00
5.4269552E+00,3.2634E+00
5.4270220E+00,3.2740E+00
5.4270889E+00,3.2315E+00
5.4271558E+00,3.2527E+00
5.4272227E+00,3.2847E+00
5.4272896E+00,3.2315E+00
5.4273564E+00,3.2421E+00
5.4274233E+00,3.2315E+00
5.4274902E+00,3.2315E+00
5.4275571E+00,3.2102E+00
5.4276240E+00,3.2421E+00
5.4276908E+00,3.1995E+00
5.4277577E+00,3.2421E+00
5.4278246E+00,3.1995E+00
5.4278915E+00,3.1782E+00
5.4279584E+00,3.2315E+00
5.4280252E+00,3.1995E+00
5.4280921E+00,3.2102E+00
5.4281590E+00,3.1676E+00
5.4282259E+00,3.1995E+00
5.4282928E+00,3.2102E+00
5.4283596E+00,3.1889E+00
5.4284265E+00,3.1995E+00
5.4284934E+00,3.1995E+00
5.4285603E+00,3.1569E+00
5.4286272E+00,3.1676E+00
5.4286940E+00,3.1889E+00
5.4287609E+00,3.1782E+00
5.4288278E+00,3.1782E+00
5.4288947E+00,3.1889E+00
5.4289616E+00,3.1889E+00
5.4290284E+00,3.1889E+00
5.4290953E+00,3.1782E+00
5.4291622E+00,3.1569E+00
5.4292291E+00,3.1569E+00
5.4292960E+00,3.1569E+00
5.4293628E+00,3.1676E+00
5.4294297E+00,3.1463E+00
5.4294966E+00,3.1357E+00
5.4295635E+00,3.1357E+00
5.4296304E+00,3.1463E+00
5.4296972E+00,3.1357E+00
5.4297641E+00,3.1889E+00
5.4298310E+00,3.1463E+00
5.4298979E+00,3.1463E+00
5.4299648E+00,3.1250E+00
5.4300316E+00,3.1250E+00
5.4300985E+00,3.1037E+00
5.4301654E+00,3.1250E+00
5.4302323E+00,3.1037E+00
5.4302992E+00,3.1037E+00
5.4303660E+00,3.1037E+00
5.4304329E+00,3.0824E+00
5.4304998E+00,3.0505E+00
5.4305667E+00,3.1037E+00
5.4306336E+00,3.1357E+00
5.4307004E+00,3.1144E+00
5.4307673E+00,3.0931E+00
5.4308342E+00,3.0824E+00
5.4309011E+00,3.0931E+00
5.4309680E+00,3.0824E+00
5.4310348E+00,3.0824E+00
5.4311017E+00,3.1144E+00
5.4311686E+00,3.0931E+00
5.4312355E+00,3.0931E+00
5.4313024E+00,3.0824E+00
5.4313692E+00,3.0718E+00
5.4314361E+00,3.0824E+00
5.4315030E+00,3.0824E+00
5.4315699E+00,3.0718E+00
5.4316368E+00,3.0824E+00
5.4317036E+00,3.0824E+00
5.4317705E+00,3.1037E+00
5.4318374E+00,3.0718E+00
5.4319043E+00,3.0824E+00
5.4319712E+00,3.0505E+00
5.4320380E+00,3.0824E+00
5.4321049E+00,3.0718E+00
5.4321718E+00,3.0824E+00
5.4322387E+00,3.0824E+00
5.4323056E+00,3.1037E+00
5.4323724E+00,3.0718E+00
5.4324393E+00,3.0824E+00
5.4325062E+00,3.0611E+00
5.4325731E+00,3.0824E+00
5.4326400E+00,3.0824E+00
5.4327068E+00,3.0824E+00
5.4327737E+00,3.1144E+00
5.4328406E+00,3.1144E+00
5.4329075E+00,3.0824E+00
5.4329744E+00,3.0824E+00
5.4330412E+00,3.1357E+00
5.4331081E+00,3.0931E+00
5.4331750E+00,3.1250E+00
5.4332419E+00,3.0824E+00
5.4333088E+00,3.0824E+00
5.4333756E+00,3.0718E+00
5.4334425E+00,3.0611E+00
5.4335094E+00,3.0611E+00
5.4335763E+00,3.0824E+00
5.4336432E+00,3.0824E+00
5.4337100E+00,3.0505E+00
5.4337769E+00,3.0505E+00
5.4338438E+00,3.0505E+00
5.4339107E+00,3.0824E+00
5.4339776E+00,3.0824E+00
5.4340444E+00,3.0611E+00
5.4341113E+00,3.0505E+00
5.4341782E+00,3.0824E+00
5.4342451E+00,3.0505E+00
5.4343120E+00,3.0611E+00
5.4343788E+00,3.0399E+00
5.4344457E+00,3.0824E+00
5.4345126E+00,3.0824E+00
5.4345795E+00,3.1144E+00
5.4346464E+00,3.0505E+00
5.4347132E+00,3.0824E+00
5.4347801E+00,3.1037E+00
5.4348470E+00,3.1037E+00
5.4349139E+00,3.0824E+00
5.4349808E+00,3.0824E+00
5.4350476E+00,3.0824E+00
5.4351145E+00,3.0611E+00
5.4351814E+00,3.1250E+00
5.4352483E+00,3.0824E+00
5.4353152E+00,3.1144E+00
5.4353820E+00,3.1144E+00
5.4354489E+00,3.0931E+00
5.4355158E+00,3.1037E+00
5.4355827E+00,3.1144E+00
5.4356496E+00,3.1144E+00
5.4357164E+00,3.0931E+00
5.4357833E+00,3.0931E+00
5.4358502E+00,3.1676E+00
5.4359171E+00,3.1569E+00
5.4359840E+00,3.1357E+00
5.4360508E+00,3.1250E+00
5.4361177E+00,3.1250E+00
5.4361846E+00,3.1569E+00
5.4362515E+00,3.1463E+00
5.4363184E+00,3.1037E+00
5.4363852E+00,3.1463E+00
5.4364521E+00,3.1569E+00
5.4365190E+00,3.1357E+00
5.4365859E+00,3.1250E+00
5.4366528E+00,3.1569E+00
5.4367196E+00,3.1569E+00
5.4367865E+00,3.1569E+00
5.4368534E+00,3.1782E+00
5.4369203E+00,3.1569E+00
5.4369872E+00,3.1569E+00
5.4370540E+00,3.1676E+00
5.4371209E+00,3.1569E+00
5.4371878E+00,3.1782E+00
5.4372547E+00,3.1782E+00
5.4373216E+00,3.1676E+00
5.4373884E+00,3.1569E+00
5.4374553E+00,3.1569E+00
5.4375222E+00,3.1676E+00
5.4375891E+00,3.1676E+00
5.4376560E+00,3.1676E+00
5.4377228E+00,3.1782E+00
5.4377897E+00,3.1676E+00
5.4378566E+00,3.1995E+00
5.4379235E+00,3.1569E+00
5.4379904E+00,3.1889E+00
5.4380572E+00,3.1569E+00
5.4381241E+00,3.1995E+00
5.4381910E+00,3.1889E+00
5.4382579E+00,3.2102E+00
5.4383248E+00,3.1676E+00
5.4383916E+00,3.1676E+00
5.4384585E+00,3.1676E+00
5.4385254E+00,3.1782E+00
5.4385923E+00,3.1889E+00
5.4386592E+00,3.1995E+00
5.4387260E+00,3.1889E+00
5.4387929E+00,3.1676E+00
5.4388598E+00,3.2102E+00
5.4389267E+00,3.1889E+00
5.4389936E+00,3.1995E+00
5.4390604E+00,3.1889E+00
5.4391273E+00,3.2208E+00
5.4391942E+00,3.1995E+00
5.4392611E+00,3.1995E+00
5.4393280E+00,3.1995E+00
5.4393948E+00,3.1889E+00
5.4394617E+00,3.1782E+00
5.4395286E+00,3.1676E+00
5.4395955E+00,3.1463E+00
5.4396624E+00,3.1995E+00
5.4397292E+00,3.1782E+00
5.4397961E+00,3.1889E+00
5.4398630E+00,3.1995E+00
5.4399299E+00,3.1995E+00
5.4399968E+00,3.1782E+00
5.4400636E+00,3.1676E+00
5.4401305E+00,3.1889E+00
5.4401974E+00,3.1995E+00
5.4402643E+00,3.1995E+00
5.4403312E+00,3.1782E+00
5.4403980E+00,3.2315E+00
5.4404649E+00,3.2315E+00
5.4405318E+00,3.1676E+00
5.4405987E+00,3.2208E+00
5.4406656E+00,3.1782E+00
5.4407324E+00,3.1889E+00
5.4407993E+00,3.1995E+00
5.4408662E+00,3.1782E+00
5.4409331E+00,3.2208E+00
5.4410000E+00,3.1995E+00
5.4410668E+00,3.2315E+00
5.4411337E+00,3.1569E+00
5.4412006E+00,3.1889E+00
5.4412675E+00,3.2102E+00
5.4413344E+00,3.1676E+00
5.4414012E+00,3.1889E+00
5.4414681E+00,3.1676E+00
5.4415350E+00,3.1676E+00
5.4416019E+00,3.1676E+00
5.4416688E+00,3.1676E+00
5.4417356E+00,3.1889E+00
5.4418025E+00,3.2208E+00
5.4418694E+00,3.1676E+00
5.4419363E+00,3.1889E+00
5.4420032E+00,3.1676E+00
5.4420700E+00,3.1782E+00
5.4421369E+00,3.1676E+00
5.4422038E+00,3.1889E+00
5.4422707E+00,3.1889E+00
5.4423376E+00,3.1889E+00
5.4424044E+00,3.1569E+00
5.4424713E+00,3.1357E+00
5.4425382E+00,3.1995E+00
5.4426051E+00,3.1676E+00
5.4426720E+00,3.1569E+00
5.4427388E+00,3.1569E+00
5.4428057E+00,3.1782E+00
5.4428726E+00,3.1463E+00
5.4429395E+00,3.1569E+00
5.4430064E+00,3.1782E+00
5.4430732E+00,3.1569E+00
5.4431401E+00,3.1250E+00
5.4432070E+00,3.1357E+00
5.4432739E+00,3.1463E+00
5.4433408E+00,3.1037E+00
5.4434076E+00,3.1037E+00
5.4434745E+00,3.0824E+00
5.4435414E+00,3.1144E+00
5.4436083E+00,3.1357E+00
5.4436752E+00,3.0931E+00
5.4437420E+00,3.1144E+00
5.4438089E+00,3.1037E+00
5.4438758E+00,3.0824E+00
5.4439427E+00,3.1144E+00
5.4440096E+00,3.0824E+00
5.4440764E+00,3.0824E+00
5.4441433E+00,3.0931E+00
5.4442102E+00,3.0824E+00
5.4442771E+00,3.0505E+00
5.4443440E+00,3.0611E+00
5.4444108E+00,3.1144E+00
5.4444777E+00,3.0824E+00
5.4445446E+00,3.1037E+00
5.4446115E+00,3.1037E+00
5.4446784E+00,3.0824E+00
5.4447452E+00,3.0824E+00
5.4448121E+00,3.0611E+00
5.4448790E+00,3.0824E+00
5.4449459E+00,3.0824E+00
5.4450128E+00,3.1037E+00
5.4450796E+00,3.1037E+00
5.4451465E+00,3.0399E+00
5.4452134E+00,3.0824E+00
5.4452803E+00,3.0931E+00
5.4453472E+00,3.0824E+00
5.4454140E+00,3.0399E+00
5.4454809E+00,3.0931E+00
5.4455478E+00,3.0718E+00
5.4456147E+00,3.0611E+00
5.4456816E+00,3.0399E+00
5.4457484E+00,3.0186E+00
5.4458153E+00,3.0611E+00
5.4458822E+00,3.0611E+00
5.4459491E+00,3.0399E+00
5.4460160E+00,3.0292E+00
5.4460828E+00,3.0292E+00
5.4461497E+00,3.0824E+00
5.4462166E+00,3.0611E+00
5.4462835E+00,3.0718E+00
5.4463504E+00,3.0505E+00
5.4464172E+00,3.0399E+00
5.4464841E+00,3.0505E+00
5.4465510E+00,3.0186E+00
5.4466179E+00,3.0399E+00
5.4466848E+00,3.0399E+00
5.4467516E+00,3.0399E+00
5.4468185E+00,3.0505E+00
5.4468854E+00,3.0399E+00
5.4469523E+00,3.0505E+00
5.4470192E+00,3.0399E+00
5.4470860E+00,3.0186E+00
5.4471529E+00,3.0292E+00
5.4472198E+00,3.0079E+00
5.4472867E+00,3.0186E+00
5.4473536E+00,3.0399E+00
5.4474204E+00,3.0292E+00
5.4474873E+00,2.9973E+00
5.4475542E+00,3.0079E+00
5.4476211E+00,3.0079E+00
5.4476880E+00,3.0186E+00
5.4477548E+00,3.0079E+00
5.4478217E+00,3.0186E+00
5.4478886E+00,2.9866E+00
5.4479555E+00,3.0079E+00
5.4480224E+00,3.0079E+00
5.4480892E+00,3.0186E+00
5.4481561E+00,2.9866E+00
5.4482230E+00,2.9973E+00
5.4482899E+00,2.9973E+00
5.4483568E+00,3.0399E+00
5.4484236E+00,2.9760E+00
5.4484905E+00,2.9760E+00
5.4485574E+00,2.9653E+00
5.4486243E+00,2.9973E+00
5.4486912E+00,2.9973E+00
5.4487580E+00,2.9653E+00
5.4488249E+00,2.9653E+00
5.4488918E+00,2.9760E+00
5.4489587E+00,2.9547E+00
5.4490256E+00,2.9760E+00
5.4490924E+00,2.9653E+00
5.4491593E+00,2.9653E+00
5.4492262E+00,2.9547E+00
5.4492931E+00,2.9653E+00
5.4493600E+00,2.9973E+00
5.4494268E+00,2.9547E+00
5.4494937E+00,2.9441E+00
5.4495606E+00,2.9441E+00
5.4496275E+00,2.9015E+00
5.4496944E+00,2.9334E+00
5.4497612E+00,2.9015E+00
5.4498281E+00,2.9653E+00
5.4498950E+00,2.9121E+00
5.4499619E+00,2.9441E+00
5.4500288E+00,2.9121E+00
5.4500956E+00,2.9334E+00
5.4501625E+00,2.9228E+00
5.4502294E+00,2.8908E+00
5.4502963E+00,2.9121E+00
5.4503632E+00,2.9228E+00
5.4504300E+00,2.9121E+00
5.4504969E+00,2.9015E+00
5.4505638E+00,2.9228E+00
5.4506307E+00,2.9121E+00
5.4506976E+00,2.8695E+00
5.4507644E+00,2.8802E+00
5.4508313E+00,2.8908E+00
5.4508982E+00,2.9015E+00
5.4509651E+00,2.8802E+00
5.4510320E+00,2.8695E+00
5.4510988E+00,2.9121E+00
5.4511657E+00,2.8483E+00
5.4512326E+00,2.8695E+00
5.4512995E+00,2.8908E+00
5.4513664E+00,2.8802E+00
5.4514332E+00,2.8802E+00
5.4515001E+00,2.8695E+00
5.4515670E+00,2.8695E+00
5.4516339E+00,2.8695E+00
5.4517008E+00,2.8483E+00
5.4517676E+00,2.8695E+00
5.4518345E+00,2.8376E+00
5.4519014E+00,2.8483E+00
5.4519683E+00,2.8376E+00
5.4520352E+00,2.8483E+00
5.4521020E+00,2.8270E+00
5.4521689E+00,2.8163E+00
5.4522358E+00,2.8376E+00
5.4523027E+00,2.8483E+00
5.4523696E+00,2.8483E+00
5.4524364E+00,2.8057E+00
5.4525033E+00,2.8483E+00
5.4525702E+00,2.8163E+00
5.4526371E+00,2.8483E+00
5.4527040E+00,2.8376E+00
5.4527708E+00,2.8589E+00
5.4528377E+00,2.8483E+00
5.4529046E+00,2.8270E+00
5.4529715E+00,2.8163E+00
5.4530384E+00,2.8270E+00
5.4531052E+00,2.7950E+00
5.4531721E+00,2.8057E+00
5.4532390E+00,2.8376E+00
5.4533059E+00,2.8057E+00
5.4533728E+00,2.8270E+00
5.4534396E+00,2.8057E+00
5.4535065E+00,2.8483E+00
5.4535734E+00,2.8376E+00
5.4536403E+00,2.8270E+00
5.4537072E+00,2.8483E+00
5.4537740E+00,2.7631E+00
5.4538409E+00,2.7950E+00
5.4539078E+00,2.8163E+00
5.4539747E+00,2.8270E+00
5.4540416E+00,2.8376E+00
5.4541084E+00,2.8270E+00
5.4541753E+00,2.7844E+00
5.4542422E+00,2.8057E+00
5.4543091E+00,2.8483E+00
5.4543760E+00,2.7950E+00
5.4544428E+00,2.8057E+00
5.4545097E+00,2.7844E+00
5.4545766E+00,2.8270E+00
5.4546435E+00,2.8057E+00
5.4547104E+00,2.8057E+00
5.4547772E+00,2.8270E+00
5.4548441E+00,2.8270E+00
5.4549110E+00,2.8270E+00
5.4549779E+00,2.8057E+00
5.4550448E+00,2.8057E+00
5.4551116E+00,2.8057E+00
5.4551785E+00,2.8163E+00
5.4552454E+00,2.8057E+00
5.4553123E+00,2.8057E+00
5.4553792E+00,2.7844E+00
5.4554460E+00,2.8270E+00
5.4555129E+00,2.7950E+00
5.4555798E+00,2.7844E+00
5.4556467E+00,2.8057E+00
5.4557136E+00,2.7525E+00
5.4557804E+00,2.7844E+00
5.4558473E+00,2.7631E+00
5.4559142E+00,2.8057E+00
5.4559811E+00,2.7312E+00
5.4560480E+00,2.7844E+00
5.4561148E+00,2.7737E+00
5.4561817E+00,2.8057E+00
5.4562486E+00,2.7737E+00
5.4563155E+00,2.7737E+00
5.4563824E+00,2.7844E+00
5.4564492E+00,2.7950E+00
5.4565161E+00,2.7737E+00
5.4565830E+00,2.7844E+00
5.4566499E+00,2.7737E+00
5.4567168E+00,2.7737E+00
5.4567836E+00,2.7737E+00
5.4568505E+00,2.7631E+00
5.4569174E+00,2.7737E+00
5.4569843E+00,2.7950E+00
5.4570512E+00,2.8057E+00
5.4571180E+00,2.7950E+00
5.4571849E+00,2.7950E+00
5.4572518E+00,2.8057E+00
5.4573187E+00,2.8270E+00
5.4573856E+00,2.8376E+00
5.4574524E+00,2.7737E+00
5.4575193E+00,2.7737E+00
5.4575862E+00,2.8163E+00
5.4576531E+00,2.8057E+00
5.4577200E+00,2.8057E+00
5.4577868E+00,2.7844E+00
5.4578537E+00,2.8057E+00
5.4579206E+00,2.8057E+00
5.4579875E+00,2.7950E+00
5.4580544E+00,2.8163E+00
5.4581212E+00,2.8270E+00
5.4581881E+00,2.8163E+00
5.4582550E+00,2.8163E+00
5.4583219E+00,2.8163E+00
5.4583888E+00,2.8057E+00
5.4584556E+00,2.8163E+00
5.4585225E+00,2.8270E+00
5.4585894E+00,2.8163E+00
5.4586563E+00,2.8270E+00
5.4587232E+00,2.8057E+00
5.4587900E+00,2.8163E+00
5.4588569E+00,2.8057E+00
5.4589238E+00,2.8270E+00
5.4589907E+00,2.8483E+00
5.4590576E+00,2.8376E+00
5.4591244E+00,2.8376E+00
5.4591913E+00,2.8270E+00
5.4592582E+00,2.8483E+00
5.4593251E+00,2.8057E+00
5.4593920E+00,2.8376E+00
5.4594588E+00,2.8589E+00
5.4595257E+00,2.8483E+00
5.4595926E+00,2.8483E+00
5.4596595E+00,2.8163E+00
5.4597264E+00,2.8695E+00
5.4597932E+00,2.8270E+00
5.4598601E+00,2.8483E+00
5.4599270E+00,2.8483E+00
5.4599939E+00,2.8589E+00
5.4600608E+00,2.8695E+00
5.4601276E+00,2.8483E+00
5.4601945E+00,2.8163E+00
5.4602614E+00,2.8483E+00
5.4603283E+00,2.8483E+00
5.4603952E+00,2.8163E+00
5.4604620E+00,2.8483E+00
5.4605289E+00,2.8802E+00
5.4605958E+00,2.8589E+00
5.4606627E+00,2.8057E+00
5.4607296E+00,2.8483E+00
5.4607964E+00,2.8802E+00
5.4608633E+00,2.8589E+00
5.4609302E+00,2.8695E+00
5.4609971E+00,2.8908E+00
5.4610640E+00,2.8589E+00
5.4611308E+00,2.8589E+00
5.4611977E+00,2.9015E+00
5.4612646E+00,2.8270E+00
5.4613315E+00,2.8589E+00
5.4613984E+00,2.8483E+00
5.4614652E+00,2.8802E+00
5.4615321E+00,2.8695E+00
5.4615990E+00,2.8695E+00
5.4616659E+00,2.8802E+00
5.4617328E+00,2.8802E+00
5.4617996E+00,2.8802E+00
5.4618665E+00,2.8802E+00
5.4619334E+00,2.8908E+00
5.4620003E+00,2.8908E+00
5.4620672E+00,2.8695E+00
5.4621340E+00,2.8589E+00
5.4622009E+00,2.8802E+00
5.4622678E+00,2.8802E+00
5.4623347E+00,2.8695E+00
5.4624016E+00,2.8589E+00
5.4624684E+00,2.8483E+00
5.4625353E+00,2.8589E+00
5.4626022E+00,2.8589E+00
5.4626691E+00,2.8802E+00
5.4627360E+00,2.8695E+00
5.4628028E+00,2.8589E+00
5.4628697E+00,2.8802E+00
5.4629366E+00,2.9121E+00
5.4630035E+00,2.8695E+00
5.4630704E+00,2.8802E+00
5.4631372E+00,2.8802E+00
5.4632041E+00,2.8802E+00
5.4632710E+00,2.8695E+00
5.4633379E+00,2.8908E+00
5.4634048E+00,2.8908E+00
5.4634716E+00,2.8908E+00
5.4635385E+00,2.8802E+00
5.4636054E+00,2.8908E+00
5.4636723E+00,2.8802E+00
5.4637392E+00,2.8908E+00
5.4638060E+00,2.8802E+00
5.4638729E+00,2.8802E+00
5.4639398E+00,2.8802E+00
5.4640067E+00,2.8802E+00
5.4640736E+00,2.8908E+00
5.4641404E+00,2.8802E+00
5.4642073E+00,2.8908E+00
5.4642742E+00,2.8908E+00
5.4643411E+00,2.8589E+00
5.4644080E+00,2.8695E+00
5.4644748E+00,2.8802E+00
5.4645417E+00,2.8589E+00
5.4646086E+00,2.8589E+00
5.4646755E+00,2.8695E+00
5.4647424E+00,2.8802E+00
5.4648092E+00,2.8802E+00
5.4648761E+00,2.8695E+00
5.4649430E+00,2.9121E+00
5.4650099E+00,2.8483E+00
5.4650768E+00,2.9015E+00
5.4651436E+00,2.8802E+00
5.4652105E+00,2.9121E+00
5.4652774E+00,2.8802E+00
5.4653443E+00,2.8589E+00
5.4654112E+00,2.8695E+00
5.4654780E+00,2.8802E+00
5.4655449E+00,2.9015E+00
5.4656118E+00,2.9015E+00
5.4656787E+00,2.8802E+00
5.4657456E+00,2.8908E+00
5.4658124E+00,2.8908E+00
5.4658793E+00,2.8802E+00
5.4659462E+00,2.9015E+00
5.4660131E+00,2.9121E+00
5.4660800E+00,2.8908E+00
5.4661468E+00,2.8908E+00
5.4662137E+00,2.8695E+00
5.4662806E+00,2.8802E+00
5.4663475E+00,2.9015E+00
5.4664144E+00,2.8802E+00
5.4664812E+00,2.8802E+00
5.4665481E+00,2.8802E+00
5.4666150E+00,2.8483E+00
5.4666819E+00,2.8695E+00
5.4667488E+00,2.8802E+00
5.4668156E+00,2.8376E+00
5.4668825E+00,2.8802E+00
5.4669494E+00,2.9547E+00
5.4670163E+00,2.8695E+00
5.4670832E+00,2.8483E+00
5.4671500E+00,2.8483E+00
5.4672169E+00,2.8483E+00
5.4672838E+00,2.8483E+00
5.4673507E+00,2.8376E+00
5.4674176E+00,2.8057E+00
5.4674844E+00,2.8270E+00
5.4675513E+00,2.8270E+00
5.4676182E+00,2.8483E+00
5.4676851E+00,2.8589E+00
5.4677520E+00,2.8270E+00
5.4678188E+00,2.8057E+00
5.4678857E+00,2.8483E+00
5.4679526E+00,2.8376E+00
5.4680195E+00,2.8270E+00
5.4680864E+00,2.8057E+00
5.4681532E+00,2.8057E+00
5.4682201E+00,2.8163E+00
5.4682870E+00,2.8057E+00
5.4683539E+00,2.8057E+00
5.4684208E+00,2.8270E+00
5.4684876E+00,2.8057E+00
5.4685545E+00,2.7737E+00
5.4686214E+00,2.7737E+00
5.4686883E+00,2.7418E+00
5.4687552E+00,2.7737E+00
5.4688220E+00,2.7631E+00
5.4688889E+00,2.7418E+00
5.4689558E+00,2.7312E+00
5.4690227E+00,2.7737E+00
5.4690896E+00,2.7737E+00
5.4691564E+00,2.7737E+00
5.4692233E+00,2.7631E+00
5.4692902E+00,2.7418E+00
5.4693571E+00,2.6992E+00
5.4694240E+00,2.7205E+00
5.4694908E+00,2.7737E+00
5.4695577E+00,2.7631E+00
5.4696246E+00,2.7312E+00
5.4696915E+00,2.7525E+00
5.4697584E+00,2.7525E+00
5.4698252E+00,2.7631E+00
5.4698921E+00,2.7312E+00
5.4699590E+00,2.7737E+00
5.4700259E+00,2.7205E+00
5.4700928E+00,2.7312E+00
5.4701596E+00,2.7312E+00
5.4702265E+00,2.7418E+00
5.4702934E+00,2.7099E+00
5.4703603E+00,2.7312E+00
5.4704272E+00,2.6992E+00
5.4704940E+00,2.7205E+00
5.4705609E+00,2.7099E+00
5.4706278E+00,2.7205E+00
5.4706947E+00,2.7418E+00
5.4707616E+00,2.7205E+00
5.4708284E+00,2.7205E+00
5.4708953E+00,2.6886E+00
5.4709622E+00,2.6673E+00
5.4710291E+00,2.6779E+00
5.4710960E+00,2.6673E+00
5.4711628E+00,2.6886E+00
5.4712297E+00,2.7099E+00
5.4712966E+00,2.7205E+00
5.4713635E+00,2.6673E+00
5.4714304E+00,2.6886E+00
5.4714972E+00,2.7205E+00
5.4715641E+00,2.7099E+00
5.4716310E+00,2.6673E+00
5.4716979E+00,2.6673E+00
5.4717648E+00,2.6567E+00
5.4718316E+00,2.6886E+00
5.4718985E+00,2.6567E+00
5.4719654E+00,2.6247E+00
5.4720323E+00,2.6460E+00
5.4720992E+00,2.6673E+00
5.4721660E+00,2.6673E+00
5.4722329E+00,2.6460E+00
5.4722998E+00,2.6673E+00
5.4723667E+00,2.6779E+00
5.4724336E+00,2.6460E+00
5.4725004E+00,2.6460E+00
5.4725673E+00,2.5928E+00
5.4726342E+00,2.6141E+00
5.4727011E+00,2.6141E+00
5.4727680E+00,2.6460E+00
5.4728348E+00,2.6034E+00
5.4729017E+00,2.6247E+00
5.4729686E+00,2.6141E+00
5.4730355E+00,2.6141E+00
5.4731024E+00,2.6247E+00
5.4731692E+00,2.6141E+00
5.4732361E+00,2.6141E+00
5.4733030E+00,2.6034E+00
5.4733699E+00,2.6034E+00
5.4734368E+00,2.6460E+00
5.4735036E+00,2.5928E+00
5.4735705E+00,2.5928E+00
5.4736374E+00,2.6247E+00
5.4737043E+00,2.6034E+00
5.4737712E+00,2.6141E+00
5.4738380E+00,2.6141E+00
5.4739049E+00,2.6034E+00
5.4739718E+00,2.5821E+00
5.4740387E+00,2.6247E+00
